borrower_id,age,gender,state,borrower_segment,recharge_freq_30d,recharge_avg_amount_inr,recharge_amount_cv,upi_active_days_30d,upi_monthly_txn_count,job_app_sessions_per_week,sim_tenure_months,elec_payment_delay_days,elec_bill_variance_pct,water_gas_bill_available,water_gas_payment_delay_days,rent_receipt_streak_months,rent_amount_cv,declared_monthly_income_inr,sms_avg_monthly_credit_inr,sms_avg_monthly_debit_inr,sms_debit_to_credit_ratio,sms_credit_regularity_score,gig_payment_inflows_monthly_inr,gig_income_trend,income_declaration_ratio,salary_slip_available,salary_slip_net_income_inr,salary_slip_months_count,employer_verified,rental_agreement_available,rental_agreement_tenure_months,rental_amount_match_utility,utility_bill_available,utility_address_match_id,id_verified,id_type,id_address_match_score,behavioral_score_0_100,household_score_0_100,income_score_0_100,document_score_0_100,credit_score,risk_category,loan_approved,loan_amount_eligible_inr,default_label
BRW-00775,39,M,UP,Self-Employed,5,139.51280813366503,0.29161073636380413,15.0,25.0,1,83,0,0.217,1,5.0,7,0.033,136587,120922.73783046988,56751.772674966465,0.756,0.40558106814244776,13314,Stable,1.159,0,,,0,0,,,1,1,0,Aadhaar,0.26566254593859745,79.2,83.9,74.9,42.8,589,High Risk,1,819522,0
BRW-00776,56,M,Karnataka,Formal Salaried,3,229.98450637450293,0.1589343732002607,27.0,21.0,0,81,-3,0.075,1,-1.0,11,0.025,98480,103862.09836519626,35262.528945927355,0.704,0.8282403101294991,998,Stable,1.15,1,73799.0,6.0,1,0,,,1,0,1,Voter ID,0.818,85.3,96.2,91.7,76.1,757,Low Risk,1,2363520,0
BRW-00777,51,F,Karnataka,Informal Salaried,3,98.7169937898378,0.2661436753077615,23.0,8.0,6,25,4,0.273,1,7.0,4,0.134,31341,25060.634092192533,19501.174362671885,0.917,0.4550404628355647,1534,Growing,1.45,0,,,0,0,,,1,1,1,Aadhaar,0.978,61.5,61.5,48.4,42.7,489,Very High Risk,0,0,1
BRW-00778,45,M,Karnataka,Self-Employed,3,253.0753855408684,0.12271333392713629,18.0,36.0,0,83,5,0.225,1,-5.0,17,0.054,42327,37457.29008358325,19915.145439390937,0.557,0.5051768797080994,10733,Declining,1.313,0,,,0,1,14.0,1.0,1,1,1,Voter ID,0.934,76.7,78.4,61.5,56.8,574,High Risk,0,0,0
BRW-00779,51,M,Gujarat,Self-Employed,5,396.17502961040594,0.2980329447734179,19.0,29.0,0,82,0,0.223,1,1.0,6,0.027,23244,18930.88687165512,25754.83978034615,0.826,0.3937514460851848,4786,Growing,0.989,0,,,0,0,,,1,1,1,Driving Licence,0.789,83.1,81.4,62.5,41.7,596,High Risk,1,139464,0
BRW-00780,35,M,Gujarat,Gig Worker,3,246.44477981706447,0.40278364567857416,28.0,44.0,1,19,-2,0.162,1,-2.0,5,0.239,37720,32438.149193749625,38142.18138271359,0.865,0.5386614491369941,20334,Stable,1.27,0,,,0,1,27.0,1.0,1,1,1,Aadhaar,0.903,70.6,80.0,58.9,56.6,635,Medium Risk,1,452640,0
BRW-00781,27,F,Rajasthan,Self-Employed,5,337.6252443115006,0.16492176373159737,22.0,20.0,0,39,-4,0.092,1,5.0,17,0.097,45090,52464.59042368139,40557.07386792865,0.805,0.47020903522331514,11084,Stable,1.131,0,,,0,0,,,1,1,1,Aadhaar,0.757,85.8,98.4,73.7,41.5,616,High Risk,1,270540,1
BRW-00782,24,F,Gujarat,Gig Worker,4,230.55431472958395,0.33238995562088475,29.0,67.0,1,7,0,0.251,1,22.0,3,0.218,49359,47029.728777328644,33553.17323013029,0.67,0.6288319673940392,17311,Growing,1.129,0,,,0,0,,,1,1,1,Aadhaar,0.927,72.3,73.5,84.8,42.4,617,High Risk,1,296154,1
BRW-00783,37,M,Delhi,Informal Salaried,3,123.27407541443702,0.23795226927128646,16.0,24.0,3,48,5,0.23,1,10.0,5,0.105,34337,39611.305830667436,27373.61355988009,0.915,0.503550198877021,7174,Declining,1.184,1,27444.0,5.0,1,0,,,1,1,1,PAN+Aadhaar,0.933,69.1,61.1,61.8,83.9,673,Medium Risk,1,412044,0
BRW-00784,28,M,Rajasthan,Informal Salaried,4,128.48082057335023,0.6287244574174206,22.0,8.0,6,13,14,0.158,1,-11.0,6,0.164,25768,26985.117110811425,10993.925776546603,0.824,0.640875861932811,4491,Growing,1.34,0,,,0,1,16.0,1.0,1,0,1,Aadhaar,0.947,58.0,47.2,54.9,48.3,472,Very High Risk,0,0,1
BRW-00785,35,F,Maharashtra,Formal Salaried,5,275.3371430625705,0.11112005201767172,27.0,31.0,0,30,-6,0.138,1,-2.0,23,0.024,37855,34188.15566618069,24505.719592251957,0.699,0.9312851560049666,1613,Stable,1.048,1,29433.0,3.0,0,0,,,1,1,0,PAN+Aadhaar,0.19623701790122988,88.9,97.6,83.9,68.8,754,Low Risk,1,908520,0
BRW-00786,30,Other,Delhi,Unbanked Rural,1,65.21114497014993,0.5592853351489864,,,1,22,10,0.279,0,,1,0.16,12795,5645.615054454291,8336.007270767403,1.01,0.2339987564958696,529,Stable,1.95,0,,,0,0,,,0,0,1,Aadhaar,0.907,37.0,15.2,15.4,22.3,300,Very High Risk,0,0,1
BRW-00787,36,M,Bihar,Gig Worker,4,287.53837825770626,0.1919941144353797,23.0,30.0,5,33,2,0.086,1,4.0,9,0.075,16601,10058.050281460832,8513.580030990874,0.608,0.4432374058981803,38898,Stable,1.399,0,,,0,0,,,0,0,1,Aadhaar,0.795,73.1,84.1,41.6,21.7,480,Very High Risk,0,0,1
BRW-00788,42,M,Rajasthan,Informal Salaried,4,331.75802201577835,0.4727493331078259,19.0,7.0,6,40,-9,0.106,1,0.0,11,0.102,22809,13448.412507237548,11334.850917494306,0.791,0.5418897768844243,4581,Declining,1.182,0,,,0,1,27.0,1.0,1,1,0,PAN+Aadhaar,0.33393042778887155,66.6,95.7,53.1,57.1,600,High Risk,1,136854,0
BRW-00789,56,M,Delhi,Gig Worker,4,224.5520100950353,0.3360976850900548,19.0,60.0,3,28,-3,0.217,1,5.0,8,0.078,20690,15049.203063762678,15615.973740414189,0.828,0.815400250631704,13754,Stable,1.232,0,,,0,1,19.0,1.0,1,1,1,PAN+Aadhaar,0.919,66.9,86.4,58.0,56.7,638,Medium Risk,1,248280,0
BRW-00790,23,F,UP,Unbanked Rural,1,166.607720766928,0.7832058075397482,,,0,16,5,0.465,1,0.0,3,0.399,17521,8740.392953256794,7810.513364606715,1.003,0.2772404422903632,412,Stable,2.489,0,,,0,1,9.0,1.0,1,1,1,Aadhaar,0.774,33.8,52.1,13.9,55.9,380,Very High Risk,0,0,1
BRW-00791,48,M,Bihar,Formal Salaried,4,257.9379014245668,0.20139234806323852,20.0,36.0,0,19,-4,0.06,1,-4.0,8,0.002,106019,51077.2007677953,74488.66009840554,0.762,0.791339708661653,1404,Declining,1.161,1,78419.0,3.0,0,1,7.0,0.0,1,1,1,Voter ID,0.797,71.8,89.1,88.6,83.1,756,Low Risk,1,2544456,0
BRW-00792,23,M,Gujarat,Gig Worker,2,169.15919594619348,0.3837296652221471,18.0,62.0,4,17,3,0.15,0,,2,0.138,23058,11209.251820060954,9104.990906993025,0.647,0.5851220409612135,36846,Growing,1.63,0,,,0,0,,,1,0,1,Passport,0.916,50.6,44.6,40.0,33.8,444,Very High Risk,0,0,1
BRW-00793,56,F,Tamil Nadu,Gig Worker,4,387.8126173162184,0.1540716773406575,28.0,67.0,2,41,1,0.155,0,,7,0.14,28704,18503.256489759035,17159.920719080572,0.798,0.6841414065125339,42753,Stable,1.512,0,,,0,0,,,1,1,0,Aadhaar,0.054135249309132674,85.3,63.8,50.0,42.1,571,High Risk,0,0,1
BRW-00794,39,F,Bihar,Gig Worker,4,183.07490194764452,0.23873700354127092,20.0,46.0,5,8,-1,0.23,0,,8,0.11,20565,11358.354772287215,10061.454826719295,0.641,0.6046789898185904,32549,Declining,1.493,0,,,0,1,20.0,1.0,1,1,0,Aadhaar,0.3204297870521699,60.5,68.5,47.7,56.8,549,High Risk,0,0,1
BRW-00795,35,M,UP,Formal Salaried,4,198.8024755358971,0.10156027320944527,22.0,51.0,0,86,0,0.028,1,-6.0,6,0.029,73856,61641.156030858976,44826.72488929109,0.746,1.0967034940647495,1518,Stable,1.072,1,52716.0,4.0,1,0,,,1,1,0,Voter ID,0.321,85.7,84.8,93.0,61.8,716,Medium Risk,1,886272,0
BRW-00796,41,F,Bihar,Unbanked Rural,2,55.007742593818904,0.8838583882407313,5.0,5.0,0,4,34,0.572,1,44.0,1,0.145,9488,3194.323737746204,3343.9236196272245,0.861,0.41028690450520294,501,Stable,2.666,0,,,0,0,,,0,0,1,Aadhaar,0.914,30.3,27.7,13.6,22.4,300,Very High Risk,0,0,1
BRW-00797,39,M,Delhi,Unbanked Rural,1,215.8716457283794,0.36083220542273037,,,0,20,33,0.289,0,,2,0.335,13200,6519.933705459108,6510.672616512721,0.984,0.35808437752385974,1345,Stable,1.92,0,,,0,0,,,0,0,1,Aadhaar,0.794,32.8,17.4,17.9,21.7,300,Very High Risk,0,0,1
BRW-00798,31,F,Maharashtra,Gig Worker,3,190.04757712039583,0.3163062187038184,27.0,54.0,5,7,-9,0.3,0,,6,0.116,45615,25844.486070083083,15463.196514181038,0.727,0.41441694027201526,44342,Growing,1.507,0,,,0,0,,,1,1,0,PAN+Aadhaar,0.252536501392667,60.2,62.4,52.5,42.2,525,High Risk,0,0,1
BRW-00799,46,M,Rajasthan,Self-Employed,3,198.08281837574384,0.25457336146841075,20.0,13.0,1,55,2,0.084,0,,9,0.079,141638,72704.77224710924,65111.224795990136,0.845,0.5849336188555359,7143,Stable,1.632,0,,,0,0,,,1,1,1,Aadhaar,0.989,74.8,66.5,67.4,42.8,556,High Risk,0,0,1
BRW-00800,23,F,Karnataka,Unbanked Rural,1,248.30993089279553,0.40148592970851293,7.0,7.0,1,18,11,0.509,1,9.0,2,0.315,13906,7673.062501476152,4198.483942444959,0.945,0.4256599395692077,324,Stable,2.151,0,,,0,0,,,1,1,1,Aadhaar,0.907,38.4,31.2,17.0,42.3,313,Very High Risk,0,0,1
BRW-00801,46,M,Bihar,Self-Employed,5,372.4423001593341,0.09124696258352913,24.0,25.0,0,39,0,0.095,1,2.0,15,0.109,21927,27410.983079885224,19546.533728730145,0.721,0.45774853551139744,1550,Declining,0.968,0,,,0,1,25.0,1.0,1,0,1,Driving Licence,0.762,88.0,98.3,65.0,47.2,636,Medium Risk,1,263124,0
BRW-00802,54,F,UP,Formal Salaried,5,574.2567372930102,0.07597487780086037,22.0,35.0,0,71,-3,0.031,1,1.0,17,0.042,45512,31088.960990331903,29535.58756146105,0.642,1.2545515041422985,807,Stable,1.06,1,36396.0,5.0,1,1,17.0,1.0,1,1,1,Aadhaar,0.997,90.3,99.5,90.7,98.6,850,Low Risk,1,1092288,0
BRW-00803,57,F,Delhi,Gig Worker,4,160.5206093326308,0.2195455683773202,21.0,45.0,1,15,2,0.272,0,,3,0.172,23301,7560.462616413726,12626.563224375517,0.806,0.44670389727165616,29069,Declining,1.381,1,19530.0,2.0,0,1,9.0,1.0,1,0,0,Passport,0.3161773344226087,68.3,48.4,52.8,73.1,602,High Risk,1,139806,1
BRW-00804,52,F,Maharashtra,Gig Worker,3,270.28364009734315,0.21619562137184375,27.0,55.0,5,8,2,0.269,0,,2,0.128,36313,34057.976530039916,26634.89074049863,0.739,0.6240838766761729,43031,Declining,1.293,0,,,0,1,26.0,1.0,1,1,1,Aadhaar,0.93,63.2,46.0,59.6,56.7,531,High Risk,0,0,0
BRW-00805,35,F,Rajasthan,Informal Salaried,4,169.2422761694045,0.19345592189240532,20.0,23.0,5,41,0,0.221,0,,6,0.125,18457,8730.327031051802,8264.879572083368,0.704,0.6311310095514915,2393,Declining,1.595,1,14803.0,1.0,1,1,11.0,1.0,0,0,1,Voter ID,0.883,73.4,63.7,36.4,72.2,590,High Risk,1,110742,0
BRW-00806,22,F,Karnataka,Self-Employed,5,288.99363786594245,0.28968468403862846,24.0,35.0,2,74,-4,0.19,0,,15,0.097,91028,67574.89643888899,32985.49431114937,0.713,0.5463595047217781,4580,Stable,1.404,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.824,86.1,79.0,74.5,41.9,611,High Risk,1,546168,0
BRW-00807,37,M,Delhi,Unbanked Rural,1,178.6883064457756,0.9325245443510654,,,1,26,8,0.423,0,,2,0.363,8223,2116.919857465407,2832.0838265458533,1.007,0.3947521978544018,962,Declining,2.668,1,7044.0,3.0,1,1,28.0,1.0,1,1,1,Aadhaar,0.794,30.7,22.1,16.0,94.5,450,Very High Risk,0,0,1
BRW-00808,24,M,Gujarat,Unbanked Rural,1,65.02135854110851,0.583217845913792,,,1,23,16,0.541,0,,1,0.131,11127,7008.141747596962,6341.008603033267,0.859,0.2074363850108774,1837,Stable,2.0,0,,,0,0,,,0,0,1,Voter ID,0.794,33.2,10.6,10.6,21.7,300,Very High Risk,0,0,1
BRW-00809,56,F,Gujarat,Gig Worker,2,283.9936507123266,0.2576669251016148,25.0,45.0,1,44,5,0.149,0,,1,0.127,36455,44506.13184869995,16910.697684026894,0.662,1.0716343278984577,23505,Growing,1.236,0,,,0,0,,,0,0,1,Passport,0.965,73.9,35.1,70.0,22.7,461,Very High Risk,0,0,1
BRW-00810,27,M,Delhi,Formal Salaried,5,245.48131811261754,0.05191892016279773,29.0,36.0,0,64,0,0.088,1,0.0,11,0.039,93058,94987.37534776988,67891.04294205552,0.702,0.8361948145567899,669,Stable,1.016,1,75682.0,6.0,1,0,,,1,1,1,Aadhaar,0.968,96.9,96.0,95.8,85.5,827,Low Risk,1,2233392,0
BRW-00811,46,F,Bihar,Unbanked Rural,2,61.07387146761058,0.6013356329783919,2.0,6.0,1,31,8,0.394,0,,0,0.229,5954,2273.39283270386,2673.200181049113,1.004,0.21685890313809045,326,Declining,2.57,0,,,0,0,,,0,0,1,Voter ID,0.866,38.8,17.8,10.4,22.1,300,Very High Risk,0,0,1
BRW-00812,34,Other,Karnataka,Self-Employed,3,510.13511293308005,0.2721720520228654,15.0,35.0,2,32,1,0.121,1,1.0,12,0.053,84926,76894.66966302572,53970.952618377974,0.587,0.6058921296775018,6855,Growing,1.033,0,,,0,0,,,0,0,1,Aadhaar,0.776,62.2,94.3,87.9,21.6,546,High Risk,0,0,0
BRW-00813,55,M,Tamil Nadu,Formal Salaried,5,354.78110807584676,0.058764354809966175,27.0,42.0,0,47,0,0.136,1,-5.0,20,0.021,53434,55683.35280739239,56179.356127862615,0.783,0.5247073703740373,2402,Stable,1.11,1,37674.0,2.0,1,1,20.0,1.0,1,1,1,Voter ID,0.971,94.1,97.6,87.6,94.1,850,Low Risk,1,1282416,0
BRW-00814,29,F,UP,Unbanked Rural,2,79.06899117083297,0.4138265326502976,7.0,0.0,0,29,27,0.266,0,,0,0.281,14541,5709.1059944083245,4045.4711541751813,1.032,0.37745650551777,582,Stable,2.836,0,,,0,0,,,1,1,1,Voter ID,0.872,48.8,13.0,14.8,42.1,318,Very High Risk,0,0,1
BRW-00815,42,M,Delhi,Unbanked Rural,1,132.07172008393496,0.8328065891252263,,,1,32,13,0.26,0,,2,0.4,6574,3334.343041103261,1851.9094259885171,0.85,0.287098684626313,1025,Declining,2.367,0,,,0,0,,,0,0,1,Aadhaar,0.86,38.4,18.0,12.9,22.1,300,Very High Risk,0,0,1
BRW-00816,55,F,Gujarat,Gig Worker,3,231.0807827534295,0.4030550773129217,21.0,55.0,1,31,0,0.207,1,8.0,7,0.149,41799,28483.249438578012,16858.677977221636,0.674,0.4858744097777527,30311,Declining,1.283,0,,,0,0,,,1,1,1,Aadhaar,0.852,68.4,84.1,62.1,42.0,545,High Risk,0,0,0
BRW-00817,25,M,Karnataka,Gig Worker,2,404.0024136394312,0.15701513247421142,28.0,62.0,2,27,3,0.225,1,-13.0,8,0.092,30674,21051.81202218839,14764.230443796405,0.796,0.8781697001288643,24667,Growing,1.556,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.841,71.0,75.6,52.4,41.9,548,High Risk,0,0,1
BRW-00818,46,M,Gujarat,Informal Salaried,2,131.87990461689517,0.4488276357670075,18.0,9.0,5,26,-4,0.158,0,,11,0.074,25426,16873.541380290364,21655.229479002977,0.938,0.6278155779451425,1533,Stable,1.343,0,,,0,1,31.0,0.0,1,0,1,Driving Licence,0.882,52.8,77.1,55.3,47.9,519,Very High Risk,0,0,1
BRW-00819,36,F,Bihar,Formal Salaried,3,438.3851348078697,0.06401938071993189,25.0,16.0,0,18,-2,0.071,1,3.0,7,0.002,102631,82749.33700387995,60593.82566033919,0.727,0.9076326463132115,2765,Declining,0.978,1,76070.0,1.0,1,1,13.0,0.0,1,1,1,Aadhaar,0.901,72.7,86.5,92.9,92.3,748,Low Risk,1,2463144,0
BRW-00820,25,F,Rajasthan,Informal Salaried,4,121.93072633453367,0.3076349873883378,11.0,21.0,7,42,10,0.384,1,2.0,7,0.134,22023,13933.754870064467,13933.571265147426,0.811,0.4175854716977634,4523,Stable,1.568,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.867,60.4,45.7,40.3,42.1,460,Very High Risk,0,0,1
BRW-00821,33,F,Karnataka,Self-Employed,5,358.9799969375796,0.272011327750163,15.0,17.0,1,57,3,0.099,1,5.0,7,0.074,109640,68857.34301957615,47543.68006812566,0.559,0.4707388348375958,10937,Stable,1.298,0,,,0,1,12.0,1.0,1,0,1,Aadhaar,0.974,79.0,75.4,71.9,48.4,596,High Risk,1,657840,1
BRW-00822,53,F,Maharashtra,Formal Salaried,5,357.57496936835065,0.2594191523923672,20.0,52.0,0,26,-2,0.107,1,-4.0,10,0.01,33255,36776.891725552596,15419.267904143751,0.665,1.0277825260914766,1908,Stable,1.117,1,24339.0,1.0,1,0,,,1,0,1,Voter ID,0.829,77.2,93.2,79.4,69.0,728,Low Risk,1,798120,0
BRW-00823,53,M,UP,Informal Salaried,3,251.56702633491457,0.36003960650699235,18.0,13.0,4,22,6,0.322,1,1.0,4,0.154,11058,6025.043929608962,4028.301253855858,0.852,0.5039117914379021,7984,Stable,1.519,0,,,0,0,,,1,0,1,PAN+Aadhaar,0.895,58.6,53.5,35.8,33.7,422,Very High Risk,0,0,1
BRW-00824,49,F,Rajasthan,Informal Salaried,3,303.1034584805159,0.5714415827458724,13.0,17.0,6,52,-1,0.234,0,,4,0.161,11957,7138.879647054876,3617.577059549444,0.783,0.5685029984641726,3650,Stable,1.797,0,,,0,0,,,1,1,1,Voter ID,0.825,57.5,58.6,29.2,41.9,446,Very High Risk,0,0,1
BRW-00825,34,M,Karnataka,Gig Worker,2,375.5630066085749,0.2900469950887589,22.0,30.0,1,26,6,0.286,1,2.0,6,0.102,38032,29633.813021899718,21701.071984972743,0.743,0.41811067822210185,23723,Declining,1.129,0,,,0,1,14.0,1.0,0,0,1,Passport,0.938,64.0,59.1,69.0,36.8,496,Very High Risk,0,0,1
BRW-00826,52,F,UP,Unbanked Rural,2,135.9958178415286,0.7410168776494772,,,1,32,13,0.495,0,,3,0.203,9944,4675.477596887636,3563.234092771727,0.833,0.26459443853645304,720,Stable,2.245,0,,,0,0,,,0,0,1,Aadhaar,0.776,39.4,16.3,12.2,21.6,300,Very High Risk,0,0,1
BRW-00827,35,F,Delhi,Informal Salaried,2,118.14923887838067,0.4538164210624993,13.0,20.0,2,44,2,0.237,1,5.0,11,0.199,15058,10603.65211748426,12222.51729318285,0.813,0.6432429204187856,2893,Stable,1.271,0,,,0,1,19.0,1.0,0,0,1,Aadhaar,0.797,58.9,86.3,51.0,36.0,501,Very High Risk,0,0,1
BRW-00828,41,F,Delhi,Informal Salaried,2,129.35311809257038,0.3362629468518929,21.0,20.0,5,59,2,0.271,1,5.0,11,0.106,37723,16738.499736582122,18742.653101792388,0.723,0.4952511223780666,2206,Stable,1.687,1,33171.0,4.0,1,0,,,1,1,1,Driving Licence,0.95,62.1,85.7,48.3,82.6,681,Medium Risk,1,452676,0
BRW-00829,39,F,Gujarat,Self-Employed,3,168.1606585525005,0.3341716205474913,22.0,36.0,0,23,0,0.189,1,7.0,9,0.096,55287,59872.92754026044,23495.834326003365,0.517,0.5047526052226969,14709,Stable,1.013,0,,,0,0,,,1,1,1,Aadhaar,0.796,67.8,89.3,85.8,41.7,615,High Risk,1,331722,0
BRW-00830,50,M,Tamil Nadu,Gig Worker,3,288.4815137901741,0.20582679528328446,21.0,21.0,2,11,0,0.21,1,4.0,1,0.141,26845,21949.48731297017,20930.452913593617,0.84,0.6624226449184576,40218,Declining,1.165,0,,,0,1,18.0,1.0,1,1,1,Voter ID,0.906,62.7,69.3,63.4,56.6,583,High Risk,1,161070,1
BRW-00831,27,F,Karnataka,Informal Salaried,4,220.20179210014282,0.3782016385071423,18.0,14.0,4,58,10,0.364,1,2.0,4,0.169,34297,27723.933817101155,26208.422609871264,0.751,0.5086755649830399,2533,Declining,1.308,1,25463.0,3.0,1,1,25.0,1.0,1,1,1,Voter ID,0.993,69.5,38.7,58.7,95.7,642,Medium Risk,1,411564,0
BRW-00832,53,M,Bihar,Gig Worker,3,269.59499969777573,0.44802369587020646,26.0,63.0,2,21,0,0.159,1,11.0,1,0.204,17570,13989.569079796607,16009.353673578953,0.761,0.23808552073536166,19293,Growing,1.148,0,,,0,1,20.0,1.0,1,1,1,PAN+Aadhaar,0.881,67.4,70.2,50.3,56.5,594,High Risk,1,105420,0
BRW-00833,50,F,Tamil Nadu,Formal Salaried,3,327.6336770057703,0.1842517068725221,25.0,22.0,0,22,2,0.059,1,0.0,15,0.033,102986,66817.6016081665,50068.38312294289,0.587,0.9321178485760001,310,Declining,1.132,1,77512.0,2.0,1,0,,,1,1,1,Aadhaar,0.797,72.5,91.9,88.7,78.8,733,Low Risk,1,2471664,0
BRW-00834,23,M,Maharashtra,Formal Salaried,3,285.89174726469884,0.09148251503936755,21.0,57.0,0,90,2,0.048,1,-4.0,8,0.043,115807,133186.3288396691,80309.38642862184,0.616,0.8219583931348285,2631,Growing,1.058,1,91942.0,5.0,1,0,,,1,1,1,Aadhaar,0.83,79.0,82.3,93.3,83.3,798,Low Risk,1,2779368,0
BRW-00835,44,F,Karnataka,Gig Worker,3,377.91152891773237,0.34611486840040895,29.0,61.0,4,45,-3,0.088,1,12.0,5,0.238,30898,27864.579769728454,21761.631997473174,0.701,0.388189490204716,21755,Stable,1.272,0,,,0,1,19.0,1.0,1,0,1,PAN+Aadhaar,0.956,76.9,81.3,62.6,48.3,603,High Risk,1,185388,0
BRW-00836,40,F,Tamil Nadu,Informal Salaried,2,177.5081375172974,0.5696486302382119,19.0,17.0,2,19,5,0.113,1,7.0,10,0.137,24389,15760.340339713108,9138.198434580705,0.736,1.0274346633138327,4580,Declining,1.372,1,18657.0,3.0,1,0,,,1,1,1,Aadhaar,0.838,53.3,75.5,55.0,80.5,613,High Risk,1,146334,0
BRW-00837,52,M,Karnataka,Unbanked Rural,1,191.35395878888198,0.47358913031915023,7.0,0.0,0,31,6,0.548,0,,2,0.171,14079,8584.150164296163,6165.9526622425765,0.811,0.19972455460202207,1800,Growing,1.663,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.931,43.6,27.0,21.1,22.5,300,Very High Risk,0,0,1
BRW-00838,26,M,Tamil Nadu,Informal Salaried,3,178.26096205392417,0.6006214586657591,18.0,21.0,5,57,2,0.304,0,,11,0.11,10744,7980.299333361607,8765.102743589841,0.919,0.4920776989969702,3264,Growing,1.627,1,8680.0,6.0,1,0,,,1,1,1,PAN+Aadhaar,0.944,63.5,67.5,32.9,85.4,647,Medium Risk,1,128928,0
BRW-00839,40,F,Karnataka,Gig Worker,3,310.7576588252092,0.17577441344754247,23.0,58.0,3,31,14,0.225,1,-3.0,9,0.202,37804,22418.607220186244,13989.755292948046,0.603,0.4390322649116764,37854,Stable,1.532,0,,,0,0,,,0,0,1,Aadhaar,0.875,71.0,53.4,49.8,22.1,438,Very High Risk,0,0,1
BRW-00840,55,M,Maharashtra,Gig Worker,3,129.38084189695596,0.17178156984127896,20.0,43.0,4,34,0,0.215,1,0.0,1,0.18,51282,32573.91397171183,8862.017110444005,0.617,0.7942691079817967,23920,Stable,1.479,0,,,0,0,,,0,0,1,Aadhaar,0.946,67.5,69.2,66.1,22.5,498,Very High Risk,0,0,0
BRW-00841,31,M,Rajasthan,Formal Salaried,3,330.33053305779646,0.16989406281237396,26.0,17.0,1,36,0,0.13,0,,11,0.009,82082,88517.76023262447,61875.96232067559,0.751,0.999887213820732,2102,Stable,0.972,1,71345.0,6.0,1,1,10.0,1.0,1,0,1,Driving Licence,0.829,78.3,77.6,98.7,90.5,789,Low Risk,1,1969968,0
BRW-00842,46,M,Rajasthan,Gig Worker,2,169.6205814936601,0.2908500791392831,22.0,49.0,2,13,5,0.186,1,2.0,9,0.06,25871,20730.157476660606,18982.664271959704,0.679,0.578594188149159,23953,Stable,1.133,0,,,0,0,,,1,1,0,PAN+Aadhaar,0.04034870743654953,57.1,71.7,58.8,42.2,516,Very High Risk,0,0,1
BRW-00843,23,M,Rajasthan,Formal Salaried,5,208.4957643283233,0.18072183931960328,20.0,27.0,1,40,-5,0.133,0,,10,0.034,109072,123159.41625744493,76924.03155935841,0.731,0.772166477283863,1178,Declining,1.037,1,93653.0,1.0,1,0,,,1,1,1,PAN+Aadhaar,0.922,82.9,75.1,96.6,78.1,736,Low Risk,1,2617728,0
BRW-00844,32,F,Karnataka,Unbanked Rural,1,123.34106800361113,0.34153588278799774,,,0,32,3,0.344,1,21.0,2,0.175,11713,5380.878310893576,5324.43305283947,0.836,0.4951390881028967,1981,Declining,2.103,0,,,0,1,26.0,0.0,1,1,1,Driving Licence,0.792,42.5,58.8,18.0,56.0,432,Very High Risk,0,0,1
BRW-00845,52,F,Karnataka,Formal Salaried,4,563.1397874158328,0.27466680074991245,24.0,21.0,0,70,-5,0.14,0,,19,0.025,94766,77594.8197207359,66593.59677051044,0.609,0.7188142148397229,1837,Stable,1.03,1,72306.0,1.0,1,1,12.0,0.0,1,1,1,PAN+Aadhaar,0.818,84.0,79.9,92.3,91.8,768,Low Risk,1,2274384,0
BRW-00846,36,M,Rajasthan,Informal Salaried,4,96.27088469542434,0.23350644157189232,16.0,13.0,3,40,-2,0.31,1,6.0,11,0.162,10175,8387.158506193571,5856.494861234179,0.843,0.6271565386515747,2939,Stable,1.361,0,,,0,1,10.0,1.0,1,1,0,Driving Licence,0.2783696432856841,71.3,92.1,41.4,56.6,586,High Risk,1,61050,0
BRW-00847,30,M,Rajasthan,Formal Salaried,3,624.6726566423322,0.0786359496490338,22.0,33.0,1,75,-10,0.053,0,,7,0.028,33217,22657.266695889703,20976.409794802457,0.797,0.7607539938572787,773,Growing,1.131,1,29148.0,5.0,1,1,35.0,1.0,0,0,0,Aadhaar,0.24672394239113354,80.2,69.2,76.8,78.1,730,Low Risk,1,797208,0
BRW-00848,44,M,UP,Unbanked Rural,1,170.53751093516195,0.3202801343333143,,,0,6,20,0.426,0,,0,0.125,9357,7092.04222529658,4262.926375309374,0.818,0.24321097874696085,79,Stable,1.851,0,,,0,0,,,0,0,1,Voter ID,0.873,35.9,10.1,13.3,22.1,300,Very High Risk,0,0,1
BRW-00849,40,M,Tamil Nadu,Gig Worker,2,208.4951301600909,0.25908840848812553,22.0,59.0,2,21,14,0.197,0,,1,0.087,37357,36181.34951205494,20267.897815916727,0.712,0.6743499645174865,34142,Stable,1.359,0,,,0,0,,,0,0,1,Aadhaar,0.949,60.1,16.6,58.8,22.6,367,Very High Risk,0,0,1
